               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11795,            0.063449,            0.054417,            0.056383,            0.073707,            0.037425,           0.0091297,            0.079781,            0.048566,            0.042406,            0.070789,           0.0032456,           0.0032456
                   1,            0.089166,            0.079019,            0.037741,             0.48249,             0.12941,            0.079731,            0.023335,            0.070633,            0.072733,            0.034395,            0.040724,           0.0065138,           0.0065138
                   2,            0.076488,            0.065917,            0.032467,             0.28508,             0.35686,             0.12498,            0.036227,             0.06317,            0.056545,            0.028426,            0.010593,            0.009716,            0.009716
                   3,            0.075297,             0.05955,            0.027736,             0.38414,             0.31172,             0.13926,            0.045902,            0.062308,            0.041767,            0.025446,            0.009703,            0.009703,            0.009703
                   4,            0.068507,            0.058736,            0.025623,             0.38999,             0.50822,             0.28834,              0.1046,            0.052199,            0.040623,            0.024416,            0.009703,            0.009703,            0.009703
                   5,             0.06576,            0.057666,            0.022643,             0.29682,             0.50498,             0.36403,             0.15383,            0.050835,            0.037711,            0.022899,            0.009604,            0.009604,            0.009604
                   6,            0.061668,             0.05792,             0.02186,             0.39337,             0.54099,             0.42084,             0.18208,            0.043858,            0.036017,            0.021608,            0.009505,            0.009505,            0.009505
                   7,            0.056969,            0.057915,            0.020175,             0.49699,             0.53349,             0.46815,             0.22097,            0.050071,             0.03476,            0.020795,            0.009406,            0.009406,            0.009406
                   8,            0.053756,            0.054655,            0.020293,             0.54389,             0.55258,              0.5533,              0.2665,             0.03884,            0.034125,            0.019755,            0.009307,            0.009307,            0.009307
                   9,            0.052922,            0.055853,              0.0196,             0.57376,             0.60951,             0.63109,             0.24829,            0.040763,            0.034473,            0.018143,            0.009208,            0.009208,            0.009208
                  10,            0.049796,            0.051279,             0.01948,             0.63189,             0.51358,             0.64637,             0.31835,            0.036452,            0.033678,            0.016901,            0.009109,            0.009109,            0.009109
                  11,            0.050729,            0.057634,            0.016401,             0.60214,             0.63157,             0.68969,             0.33616,            0.035177,            0.033042,            0.017069,             0.00901,             0.00901,             0.00901
                  12,            0.046783,            0.053527,            0.014022,             0.66347,             0.60178,             0.66947,             0.33816,            0.037173,             0.03306,            0.015902,            0.008911,            0.008911,            0.008911
                  13,            0.048874,             0.05572,            0.015762,             0.67637,             0.67794,             0.72777,             0.36073,            0.036132,            0.032175,            0.015377,            0.008812,            0.008812,            0.008812
                  14,             0.04414,            0.050156,            0.014615,             0.57483,             0.71451,             0.69512,              0.3248,            0.036139,            0.032441,            0.014287,            0.008713,            0.008713,            0.008713
                  15,            0.042343,            0.051143,            0.013466,             0.54819,             0.76489,              0.7177,             0.38274,            0.033888,            0.032377,            0.013383,            0.008614,            0.008614,            0.008614
                  16,            0.043933,            0.050178,            0.012276,             0.64882,             0.75204,             0.74236,             0.35707,            0.034951,            0.031611,            0.012541,            0.008515,            0.008515,            0.008515
                  17,            0.044048,            0.048777,            0.013326,             0.71217,             0.78166,              0.7829,             0.35707,            0.034372,            0.032798,             0.01135,            0.008416,            0.008416,            0.008416
                  18,            0.042915,            0.053992,            0.010246,             0.73685,             0.80675,             0.82013,             0.42632,            0.032341,             0.03106,            0.010548,            0.008317,            0.008317,            0.008317
                  19,            0.040466,            0.044963,            0.010609,             0.69982,             0.80609,             0.78693,             0.45423,            0.031125,            0.031355,           0.0098486,            0.008218,            0.008218,            0.008218
                  20,            0.040166,            0.051073,           0.0092983,             0.68142,             0.81291,              0.7958,             0.48372,            0.031833,             0.03126,           0.0097892,            0.008119,            0.008119,            0.008119
                  21,            0.043141,            0.051669,            0.011377,             0.71145,              0.8001,             0.78144,              0.4593,            0.031324,            0.031372,            0.010025,             0.00802,             0.00802,             0.00802
                  22,            0.036188,            0.044639,           0.0091464,             0.66929,             0.80892,             0.76085,             0.43976,            0.030329,            0.031609,            0.010088,            0.007921,            0.007921,            0.007921
                  23,            0.037347,            0.046992,           0.0098059,             0.71587,              0.8013,             0.77048,              0.5124,            0.025936,             0.03152,           0.0088265,            0.007822,            0.007822,            0.007822
                  24,            0.038461,             0.04893,           0.0088213,             0.74727,              0.8179,             0.81753,             0.44704,            0.031117,            0.031013,           0.0084742,            0.007723,            0.007723,            0.007723
                  25,            0.036676,            0.045834,           0.0090695,             0.71561,             0.78311,             0.75741,             0.47455,            0.029414,             0.03094,            0.008155,            0.007624,            0.007624,            0.007624
                  26,             0.03765,            0.046308,            0.007969,             0.80713,              0.8176,             0.81006,             0.51958,            0.026492,            0.031158,           0.0075596,            0.007525,            0.007525,            0.007525
                  27,            0.036074,            0.044728,            0.007326,             0.78321,             0.82935,             0.81142,             0.53686,            0.026565,            0.030816,           0.0066288,            0.007426,            0.007426,            0.007426
                  28,            0.036622,             0.04832,           0.0074527,             0.77371,             0.81344,             0.82743,             0.49758,            0.028067,            0.031117,           0.0067766,            0.007327,            0.007327,            0.007327
                  29,            0.036566,            0.048404,           0.0083292,             0.84565,             0.83136,              0.8513,             0.57556,            0.024994,            0.030858,           0.0064674,            0.007228,            0.007228,            0.007228
                  30,            0.035506,            0.047234,           0.0076105,             0.83604,             0.84643,             0.85411,             0.54068,            0.026364,             0.03052,           0.0062972,            0.007129,            0.007129,            0.007129
                  31,            0.035241,            0.047801,            0.007242,             0.83206,             0.86923,             0.87327,             0.54574,            0.028083,             0.03092,           0.0055728,             0.00703,             0.00703,             0.00703
                  32,            0.036155,            0.049564,           0.0061814,             0.84569,             0.85572,             0.87965,              0.5939,            0.023949,             0.02954,           0.0052111,            0.006931,            0.006931,            0.006931
                  33,            0.033708,             0.04509,           0.0064864,             0.83338,             0.87356,             0.85648,              0.5485,            0.027291,            0.029614,           0.0048019,            0.006832,            0.006832,            0.006832
                  34,            0.034134,            0.046771,           0.0061403,             0.79887,             0.90492,             0.87311,              0.6022,             0.02462,             0.02964,           0.0049139,            0.006733,            0.006733,            0.006733
                  35,            0.032666,            0.043289,           0.0069282,             0.79624,             0.87662,             0.86458,             0.57003,            0.027815,            0.029543,           0.0045848,            0.006634,            0.006634,            0.006634
                  36,            0.033126,            0.041476,           0.0079097,               0.829,             0.87942,             0.88167,             0.57525,            0.025475,            0.029757,           0.0045796,            0.006535,            0.006535,            0.006535
                  37,            0.034257,            0.046155,           0.0060333,             0.87259,             0.82688,              0.9132,             0.62184,            0.025625,            0.030563,           0.0042016,            0.006436,            0.006436,            0.006436
                  38,            0.033045,            0.046574,            0.005977,              0.8552,             0.85966,             0.90973,             0.63833,            0.022641,            0.030075,           0.0039104,            0.006337,            0.006337,            0.006337
                  39,             0.03275,            0.043077,           0.0062672,             0.84584,             0.83835,             0.86406,             0.59516,            0.024364,            0.030904,           0.0046865,            0.006238,            0.006238,            0.006238
                  40,            0.032995,            0.045732,           0.0050586,             0.86017,             0.83977,             0.88912,             0.61862,            0.023797,            0.030477,           0.0048818,            0.006139,            0.006139,            0.006139
                  41,            0.033569,            0.043905,           0.0050448,             0.81591,             0.84889,             0.89452,              0.6315,            0.023628,            0.030866,           0.0042857,             0.00604,             0.00604,             0.00604
                  42,            0.033746,            0.042976,           0.0059188,              0.8477,             0.86065,             0.89577,             0.63348,            0.023745,            0.029908,           0.0037853,            0.005941,            0.005941,            0.005941
                  43,             0.03339,             0.04384,           0.0056296,             0.86904,             0.83027,             0.89712,             0.61704,            0.024342,            0.030417,           0.0034621,            0.005842,            0.005842,            0.005842
                  44,            0.031727,            0.042456,           0.0053498,             0.87779,              0.8429,             0.90692,             0.63109,            0.023885,            0.029838,           0.0035174,            0.005743,            0.005743,            0.005743
                  45,            0.031522,            0.038562,           0.0059754,             0.82384,             0.86554,              0.8872,             0.58614,            0.024833,            0.030139,           0.0048266,            0.005644,            0.005644,            0.005644
                  46,            0.031128,            0.042627,            0.004865,             0.83555,             0.85209,             0.89184,              0.6504,            0.023117,            0.030389,           0.0038998,            0.005545,            0.005545,            0.005545
                  47,            0.029491,            0.039966,           0.0055987,             0.84422,              0.8856,             0.90642,             0.63757,            0.023846,             0.03038,           0.0035581,            0.005446,            0.005446,            0.005446
                  48,            0.032678,            0.042297,           0.0048904,              0.8323,             0.87589,             0.89344,             0.62318,            0.023471,            0.031016,           0.0034605,            0.005347,            0.005347,            0.005347
                  49,            0.030839,            0.042653,           0.0034927,               0.844,             0.87498,             0.90922,             0.58278,             0.02592,            0.029809,           0.0031381,            0.005248,            0.005248,            0.005248
                  50,             0.03006,            0.043297,           0.0033664,             0.83325,             0.87523,             0.90074,             0.65071,            0.023533,            0.029969,           0.0036015,            0.005149,            0.005149,            0.005149
                  51,            0.030844,            0.040081,           0.0042873,             0.85511,             0.82759,             0.90376,             0.62145,             0.02392,            0.029552,           0.0035254,             0.00505,             0.00505,             0.00505
                  52,            0.030414,            0.043194,           0.0032184,              0.8531,             0.86179,             0.91672,             0.67571,            0.021867,            0.029724,           0.0036219,            0.004951,            0.004951,            0.004951
                  53,            0.030015,            0.043089,           0.0045612,              0.8876,             0.86619,             0.91989,             0.66654,            0.022527,            0.029572,           0.0030915,            0.004852,            0.004852,            0.004852
                  54,            0.030021,            0.043236,           0.0042387,             0.82924,             0.88789,             0.90655,             0.66317,            0.021423,            0.029904,           0.0028827,            0.004753,            0.004753,            0.004753
                  55,            0.028545,            0.043995,           0.0036358,             0.84922,             0.86337,              0.9143,             0.66759,            0.021757,            0.030203,           0.0030028,            0.004654,            0.004654,            0.004654
                  56,            0.029565,            0.043234,           0.0035031,             0.85938,             0.85078,             0.90834,             0.66356,            0.021653,            0.030184,           0.0028708,            0.004555,            0.004555,            0.004555
                  57,            0.029412,            0.042079,           0.0040995,             0.85333,             0.86837,              0.9087,             0.66751,            0.021839,            0.029992,           0.0030059,            0.004456,            0.004456,            0.004456
                  58,            0.028184,            0.042639,           0.0031509,             0.86967,             0.83955,             0.90305,              0.6538,            0.022193,            0.030189,           0.0037159,            0.004357,            0.004357,            0.004357
                  59,            0.027841,            0.038249,           0.0036856,             0.87935,             0.85884,             0.91864,             0.67171,            0.021967,            0.029616,           0.0027371,            0.004258,            0.004258,            0.004258
                  60,            0.028278,            0.039659,           0.0036686,             0.84361,             0.89169,             0.91879,             0.68051,            0.021571,            0.029711,           0.0026384,            0.004159,            0.004159,            0.004159
                  61,            0.029448,            0.041772,            0.002928,             0.86094,             0.87727,             0.92065,             0.65357,            0.022852,            0.029544,           0.0025242,             0.00406,             0.00406,             0.00406
                  62,            0.030053,            0.040764,           0.0032119,             0.85213,              0.8739,             0.91973,              0.6907,            0.021098,            0.029252,           0.0024154,            0.003961,            0.003961,            0.003961
                  63,            0.027824,            0.039505,           0.0037496,              0.8749,             0.86143,             0.91633,             0.67089,            0.022845,            0.029436,           0.0023583,            0.003862,            0.003862,            0.003862
                  64,            0.028731,            0.041541,           0.0038716,             0.86414,             0.89007,              0.9292,             0.69826,            0.021732,            0.029595,           0.0022737,            0.003763,            0.003763,            0.003763
                  65,            0.027341,            0.039331,           0.0035764,             0.86356,             0.89811,             0.93576,              0.6985,             0.02168,              0.0291,           0.0021685,            0.003664,            0.003664,            0.003664
                  66,            0.026863,            0.037631,            0.002911,             0.87406,             0.89076,             0.93528,             0.69852,            0.021547,            0.029039,           0.0021634,            0.003565,            0.003565,            0.003565
                  67,            0.027843,            0.041205,           0.0031202,             0.89584,             0.84542,             0.92444,             0.69137,            0.021608,            0.029214,           0.0022692,            0.003466,            0.003466,            0.003466
                  68,            0.027095,            0.043567,           0.0024042,              0.8763,             0.85218,             0.91867,              0.6847,            0.021333,             0.02959,           0.0023099,            0.003367,            0.003367,            0.003367
                  69,            0.026912,            0.043198,           0.0039791,             0.84127,             0.87967,             0.91496,             0.68337,            0.020955,            0.029576,           0.0027814,            0.003268,            0.003268,            0.003268
                  70,            0.026104,            0.038451,            0.002444,             0.86584,             0.86913,             0.91847,             0.68543,             0.02096,            0.029646,           0.0027899,            0.003169,            0.003169,            0.003169
                  71,            0.026094,            0.042271,           0.0024979,             0.88141,             0.83991,             0.91946,             0.68607,            0.020825,            0.030052,           0.0026637,             0.00307,             0.00307,             0.00307
                  72,             0.02669,            0.038278,            0.002351,             0.88371,              0.8437,             0.92255,             0.69534,            0.020468,            0.029882,           0.0024968,            0.002971,            0.002971,            0.002971
                  73,            0.027193,            0.039467,           0.0025125,             0.87046,             0.85836,             0.92331,             0.70124,            0.020163,            0.029688,           0.0025858,            0.002872,            0.002872,            0.002872
                  74,            0.025623,            0.038787,           0.0031746,             0.86752,             0.85432,              0.9211,             0.69724,            0.020382,            0.029663,           0.0025868,            0.002773,            0.002773,            0.002773
                  75,            0.024523,            0.037926,           0.0022485,             0.85591,             0.88277,              0.9238,             0.70179,            0.020648,            0.029586,           0.0025637,            0.002674,            0.002674,            0.002674
                  76,            0.025262,            0.036878,           0.0033553,             0.86443,             0.88074,             0.91954,             0.69795,            0.020399,            0.029245,           0.0025557,            0.002575,            0.002575,            0.002575
                  77,            0.025626,            0.039751,           0.0023321,             0.85372,             0.88467,             0.92159,             0.69327,            0.020553,            0.029575,           0.0024136,            0.002476,            0.002476,            0.002476
                  78,            0.025223,            0.037925,           0.0021909,             0.85964,             0.86865,             0.91436,             0.69488,            0.019951,            0.029531,           0.0025525,            0.002377,            0.002377,            0.002377
                  79,            0.024067,            0.034933,           0.0025866,             0.88222,             0.86136,             0.92733,             0.70511,            0.020416,            0.029437,            0.002335,            0.002278,            0.002278,            0.002278
                  80,            0.023993,            0.036236,           0.0020911,             0.87258,             0.88154,             0.92588,             0.70334,            0.020428,            0.029775,           0.0021711,            0.002179,            0.002179,            0.002179
                  81,            0.024945,            0.041269,           0.0024747,             0.87263,              0.8819,             0.92351,             0.70888,            0.019987,             0.02974,           0.0021979,             0.00208,             0.00208,             0.00208
                  82,            0.023754,            0.033785,           0.0025689,             0.87172,             0.88497,             0.91962,             0.70243,            0.019987,            0.029622,           0.0021876,            0.001981,            0.001981,            0.001981
                  83,            0.023104,            0.034356,           0.0021273,             0.87268,             0.89268,             0.92655,             0.70414,             0.02007,            0.029521,           0.0020075,            0.001882,            0.001882,            0.001882
                  84,            0.024931,            0.038384,           0.0021919,              0.8759,             0.88738,             0.92481,             0.70864,            0.019595,            0.029565,           0.0021125,            0.001783,            0.001783,            0.001783
                  85,            0.024187,            0.038719,            0.002056,             0.86367,             0.87965,             0.91967,             0.71311,            0.019685,            0.029512,           0.0021712,            0.001684,            0.001684,            0.001684
                  86,            0.024127,            0.035773,           0.0021585,             0.87307,             0.87583,             0.92503,             0.71208,            0.019559,             0.02963,           0.0022275,            0.001585,            0.001585,            0.001585
                  87,            0.022865,            0.035527,           0.0018293,             0.87429,             0.86997,              0.9245,             0.71264,            0.019496,            0.029801,           0.0021227,            0.001486,            0.001486,            0.001486
                  88,            0.025085,            0.034872,           0.0020959,             0.88668,              0.8532,             0.92559,             0.72025,            0.019472,            0.029822,           0.0020723,            0.001387,            0.001387,            0.001387
                  89,            0.023695,            0.035839,           0.0020312,             0.89173,             0.84875,             0.92575,             0.71268,            0.019573,            0.029819,           0.0019038,            0.001288,            0.001288,            0.001288
                  90,            0.024681,            0.036659,           0.0030028,             0.88419,             0.85236,              0.9203,             0.71563,            0.019299,            0.029641,           0.0020663,            0.001189,            0.001189,            0.001189
                  91,            0.022522,            0.033328,           0.0020209,             0.89882,             0.83943,             0.92102,             0.71672,            0.019302,            0.029636,           0.0022209,             0.00109,             0.00109,             0.00109
                  92,            0.023857,            0.038454,           0.0017195,             0.89786,             0.84491,             0.92457,             0.72032,            0.019285,            0.029762,           0.0022459,            0.000991,            0.000991,            0.000991
                  93,            0.023977,            0.038708,           0.0018468,             0.88362,             0.85025,             0.92197,               0.722,            0.019193,            0.029709,           0.0021405,            0.000892,            0.000892,            0.000892
                  94,            0.023886,            0.036008,           0.0019631,             0.88267,              0.8693,             0.92815,             0.71824,            0.019136,            0.029734,           0.0020389,            0.000793,            0.000793,            0.000793
                  95,            0.022539,             0.03826,            0.001792,             0.88258,              0.8646,             0.92103,             0.71665,            0.019371,            0.030086,           0.0020829,            0.000694,            0.000694,            0.000694
                  96,            0.022308,            0.034131,           0.0018241,              0.8824,             0.85824,             0.92017,             0.71366,            0.019512,            0.030157,           0.0022606,            0.000595,            0.000595,            0.000595
                  97,            0.022461,            0.035591,           0.0021822,             0.88609,             0.84413,             0.91833,             0.71826,            0.019238,             0.03006,           0.0021191,            0.000496,            0.000496,            0.000496
                  98,            0.023469,            0.037136,           0.0023038,             0.88678,             0.84723,             0.91716,             0.71735,            0.019247,            0.029979,           0.0021306,            0.000397,            0.000397,            0.000397
                  99,            0.021891,            0.035022,           0.0015454,             0.88244,             0.85721,              0.9186,              0.7182,            0.019335,            0.029872,           0.0021695,            0.000298,            0.000298,            0.000298
